,dst_port,protocol,length,Dst_ip_range,Direction,Class
51922,d-51389,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51923,d-51390,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51924,d-51391,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51925,d-51392,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51926,d-51393,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51927,d-51394,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51928,d-51395,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51929,d-51396,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51930,d-51397,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51931,d-51398,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51932,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51933,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51934,d-51199,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51935,d-51200,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51936,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51937,d-51201,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51938,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51939,d-51202,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51940,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51941,d-51203,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51942,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51943,d-51204,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51944,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51945,d-51205,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51946,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51947,d-51206,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51948,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51949,d-51207,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51950,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51951,d-51208,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51952,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51953,d-51209,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51954,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51955,d-51210,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51956,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51957,d-51211,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51958,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51959,d-51212,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51960,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51961,d-51213,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51962,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51963,d-51214,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51964,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51965,d-51215,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51966,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51967,d-51216,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51968,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51969,d-51217,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51970,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51971,d-51218,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51972,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51973,d-51219,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51974,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51975,d-51220,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51976,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51977,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51978,d-51221,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51979,d-51222,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51980,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51981,d-51223,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51982,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51983,d-51224,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51984,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51985,d-51225,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51986,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51987,d-51226,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51988,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51989,d-51227,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51990,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51991,d-51228,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51992,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51993,d-51229,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51994,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51995,d-51230,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51996,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51997,d-51231,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51998,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
51999,d-51232,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52000,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52001,d-51233,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52002,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52003,d-51234,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52004,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52005,d-51235,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52006,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52007,d-51236,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52008,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52009,d-51237,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52010,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52011,d-51238,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52012,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52013,d-51239,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52014,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52015,d-51240,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52016,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52017,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52018,d-51241,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52019,d-51242,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52020,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52021,d-51243,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52022,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52023,d-51244,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52024,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52025,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52026,d-51245,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52027,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52028,d-51246,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52029,d-51247,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52030,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52031,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52032,d-51248,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52033,d-51249,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52034,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52035,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52036,d-51250,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52037,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52038,d-51251,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52039,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52040,d-51252,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52041,d-51253,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52042,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52043,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52044,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52045,d-51254,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52046,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52047,d-51255,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52048,d-51256,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52049,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52050,d-51257,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52051,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52052,d-51258,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52053,d-51259,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52054,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52055,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52056,d-51260,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52057,d-51261,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52058,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52059,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52060,d-51262,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52061,d-51263,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52062,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52063,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52064,d-51264,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52065,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52066,d-51265,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52067,d-51266,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52068,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52069,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52070,d-51267,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52071,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52072,d-51268,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52073,d-51269,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52074,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52075,d-51270,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52076,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52077,d-51271,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52078,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52079,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52080,d-51272,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52081,d-51273,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52082,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52083,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52084,d-51274,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52085,d-51275,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52086,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52087,d-51276,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52088,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52089,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52090,d-51277,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52091,d-51278,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52092,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52093,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52094,d-51279,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52095,d-51280,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52096,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52097,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52098,d-51281,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52099,d-51282,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52100,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52101,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52102,d-51283,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52103,d-51284,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52104,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52105,d-51285,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52106,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52107,d-51286,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52108,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52109,d-51287,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52110,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52111,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52112,d-51288,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52113,d-51289,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52114,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52115,d-51290,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52116,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52117,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52118,d-51291,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52119,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52120,d-51292,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52121,d-51293,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52122,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52123,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52124,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52125,d-51295,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52126,d-51294,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52127,d-51296,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52128,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52129,d-51297,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52130,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52131,d-51298,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52132,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52133,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52134,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52135,d-51299,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52136,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52137,d-51301,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52138,d-51300,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52139,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52140,d-51302,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52141,d-51303,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52142,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52143,d-51304,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52144,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52145,d-51305,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52146,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52147,d-51306,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52148,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52149,d-51307,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52150,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52151,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52152,d-51308,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52153,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52154,d-51309,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52155,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52156,d-51310,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52157,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52158,d-51311,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52159,d-51312,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52160,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52161,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52162,d-51313,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52163,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52164,d-51314,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52165,d-51315,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52166,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52167,d-51316,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52168,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52169,d-51317,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52170,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52171,d-51318,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52172,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52173,d-51319,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52174,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52175,d-51320,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52176,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52177,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52178,d-51321,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52179,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52180,d-51322,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52181,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52182,d-51323,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52183,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52184,d-51324,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52185,d-51325,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52186,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52187,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52188,d-51326,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52189,d-51327,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52190,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52191,d-51328,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52192,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52193,d-51329,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52194,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52195,d-51330,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52196,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52197,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52198,d-51331,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52199,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52200,d-51332,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52201,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52202,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52203,d-51333,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52204,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52205,d-51334,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52206,d-51335,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52207,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52208,d-51336,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52209,d-51337,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52210,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52211,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52212,d-51338,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52213,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52214,d-51339,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52215,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52216,d-51340,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52217,d-51341,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52218,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52219,d-51342,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52220,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52221,d-51343,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52222,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52223,d-51344,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52224,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52225,d-51345,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52226,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52227,d-51346,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52228,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52229,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52230,d-51347,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52231,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52232,d-51348,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52233,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52234,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52235,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52236,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52237,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52238,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52239,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52240,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52241,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52242,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52243,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52244,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52245,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52246,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52247,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52248,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52249,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52250,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52251,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52252,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52253,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52254,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52255,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52256,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52257,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52258,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52259,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52260,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52261,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52262,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52263,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52264,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52265,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52266,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52267,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52268,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52269,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52270,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52271,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52272,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52273,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52274,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
52275,d-80,p-TCP,l-2,r-PRIVATE,x-OUT,c-DDOS
