,,,,,,1,2,3,4,5,6
c-CNC_COM,,,,,,,,,,,
d-0,,,,,,,,,,,
p-ICMP,,,,,,,,,,,
x-OUT,,,,,,,,,,,
r-PRIVATE,,,,,,,,,,,
l-2,,,,,,,,,,,
p-TCP,,,,,,,,,,,
c-NaN,,,,,,,,,,,
d-57364,x-OUT,,,,,,,,,,
d-57366,l-2,,,,,,,,,,
d-57366,r-PRIVATE,,,,,,,,,,
d-57366,x-OUT,,,,,,,,,,
d-57370,l-2,,,,,,,,,,
d-57370,r-PRIVATE,,,,,,,,,,
d-57370,x-OUT,,,,,,,,,,
d-57372,l-2,,,,,,,,,,
d-57372,r-PRIVATE,,,,,,,,,,
d-57372,x-OUT,,,,,,,,,,
d-57378,l-2,,,,,,,,,,
d-57378,r-PRIVATE,,,,,,,,,,
d-57378,x-OUT,,,,,,,,,,
d-57380,l-2,,,,,,,,,,
d-57380,r-PRIVATE,,,,,,,,,,
d-57380,x-OUT,,,,,,,,,,
d-57386,l-2,,,,,,,,,,
d-57386,r-PRIVATE,,,,,,,,,,
d-57386,x-OUT,,,,,,,,,,
d-57390,l-2,,,,,,,,,,
d-57390,r-PRIVATE,,,,,,,,,,
d-57390,x-OUT,,,,,,,,,,
d-57392,l-2,,,,,,,,,,
d-57392,r-PRIVATE,,,,,,,,,,
d-57392,x-OUT,,,,,,,,,,
d-57398,l-2,,,,,,,,,,
d-57398,r-PRIVATE,,,,,,,,,,
d-57398,x-OUT,,,,,,,,,,
d-57400,l-2,,,,,,,,,,
d-57400,r-PRIVATE,,,,,,,,,,
d-57400,x-OUT,,,,,,,,,,
d-57402,l-2,,,,,,,,,,
d-57402,r-PRIVATE,,,,,,,,,,
d-57402,x-OUT,,,,,,,,,,
d-57404,l-2,,,,,,,,,,
d-57404,r-PRIVATE,,,,,,,,,,
d-57404,x-OUT,,,,,,,,,,
d-57408,l-2,,,,,,,,,,
d-57408,r-PRIVATE,,,,,,,,,,
d-57408,x-OUT,,,,,,,,,,
d-57412,l-2,,,,,,,,,,
d-57412,r-PRIVATE,,,,,,,,,,
d-57412,x-OUT,,,,,,,,,,
d-57416,l-2,,,,,,,,,,
d-57416,r-PRIVATE,,,,,,,,,,
d-57416,x-OUT,,,,,,,,,,
d-57418,l-2,,,,,,,,,,
d-57418,r-PRIVATE,,,,,,,,,,
d-57418,x-OUT,,,,,,,,,,
d-57420,l-2,,,,,,,,,,
d-57420,r-PRIVATE,,,,,,,,,,
d-57420,x-OUT,,,,,,,,,,
d-57422,l-2,,,,,,,,,,
d-57422,r-PRIVATE,,,,,,,,,,
d-57422,x-OUT,,,,,,,,,,
d-57424,l-2,,,,,,,,,,
d-57424,r-PRIVATE,,,,,,,,,,
d-57424,x-OUT,,,,,,,,,,
d-57426,l-2,,,,,,,,,,
d-57426,r-PRIVATE,,,,,,,,,,
d-57426,x-OUT,,,,,,,,,,
d-57428,l-2,,,,,,,,,,
d-57428,r-PRIVATE,,,,,,,,,,
d-57428,x-OUT,,,,,,,,,,
d-57434,l-2,,,,,,,,,,
d-57434,r-PRIVATE,,,,,,,,,,
d-57434,x-OUT,,,,,,,,,,
d-57436,l-2,,,,,,,,,,
d-57436,r-PRIVATE,,,,,,,,,,
d-57436,x-OUT,,,,,,,,,,
d-57438,l-2,,,,,,,,,,
d-57438,r-PRIVATE,,,,,,,,,,
d-57438,x-OUT,,,,,,,,,,
d-57440,l-2,,,,,,,,,,
d-57440,r-PRIVATE,,,,,,,,,,
d-57440,x-OUT,,,,,,,,,,
d-57442,l-2,,,,,,,,,,
d-57442,r-PRIVATE,,,,,,,,,,
d-57442,x-OUT,,,,,,,,,,
d-57444,l-2,,,,,,,,,,
d-57444,r-PRIVATE,,,,,,,,,,
d-57444,x-OUT,,,,,,,,,,
d-57446,l-2,,,,,,,,,,
d-57446,r-PRIVATE,,,,,,,,,,
d-57446,x-OUT,,,,,,,,,,
d-57448,l-2,,,,,,,,,,
d-57448,r-PRIVATE,,,,,,,,,,
d-57448,x-OUT,,,,,,,,,,
c-NaN,d-60732,,,,,,,,,,
d-60732,l-2,,,,,,,,,,
d-60732,p-TCP,,,,,,,,,,
d-60732,r-PRIVATE,,,,,,,,,,
d-60732,x-OUT,,,,,,,,,,
c-NaN,d-60733,,,,,,,,,,
d-60733,l-2,,,,,,,,,,
d-60733,p-TCP,,,,,,,,,,
d-60733,r-PRIVATE,,,,,,,,,,
d-60733,x-OUT,,,,,,,,,,
c-NaN,d-60734,,,,,,,,,,
d-60734,l-2,,,,,,,,,,
d-60734,p-TCP,,,,,,,,,,
d-60734,r-PRIVATE,,,,,,,,,,
d-60734,x-OUT,,,,,,,,,,
d-57452,l-2,,,,,,,,,,
d-57452,r-PRIVATE,,,,,,,,,,
d-57452,x-OUT,,,,,,,,,,
d-57454,l-2,,,,,,,,,,
d-57454,r-PRIVATE,,,,,,,,,,
d-57454,x-OUT,,,,,,,,,,
d-57456,l-2,,,,,,,,,,
d-57456,r-PRIVATE,,,,,,,,,,
d-57456,x-OUT,,,,,,,,,,
d-57462,l-2,,,,,,,,,,
d-57462,r-PRIVATE,,,,,,,,,,
d-57462,x-OUT,,,,,,,,,,
d-57464,l-2,,,,,,,,,,
d-57464,r-PRIVATE,,,,,,,,,,
d-57464,x-OUT,,,,,,,,,,
d-57468,l-2,,,,,,,,,,
d-57468,r-PRIVATE,,,,,,,,,,
d-57468,x-OUT,,,,,,,,,,
d-57470,l-2,,,,,,,,,,
d-57470,r-PRIVATE,,,,,,,,,,
d-57470,x-OUT,,,,,,,,,,
d-57474,l-2,,,,,,,,,,
d-57474,r-PRIVATE,,,,,,,,,,
d-57474,x-OUT,,,,,,,,,,
d-57476,l-2,,,,,,,,,,
d-57476,r-PRIVATE,,,,,,,,,,
d-57476,x-OUT,,,,,,,,,,
d-57478,l-2,,,,,,,,,,
d-57478,r-PRIVATE,,,,,,,,,,
d-57478,x-OUT,,,,,,,,,,
d-57480,l-2,,,,,,,,,,
d-57480,r-PRIVATE,,,,,,,,,,
d-57480,x-OUT,,,,,,,,,,
d-57482,l-2,,,,,,,,,,
d-57482,r-PRIVATE,,,,,,,,,,
d-57482,x-OUT,,,,,,,,,,
d-57484,l-2,,,,,,,,,,
d-57484,r-PRIVATE,,,,,,,,,,
d-57484,x-OUT,,,,,,,,,,
d-57488,l-2,,,,,,,,,,
d-57488,r-PRIVATE,,,,,,,,,,
d-57488,x-OUT,,,,,,,,,,
d-57492,l-2,,,,,,,,,,
d-57492,r-PRIVATE,,,,,,,,,,
d-57492,x-OUT,,,,,,,,,,
d-57500,l-2,,,,,,,,,,
d-57500,r-PRIVATE,,,,,,,,,,
d-57500,x-OUT,,,,,,,,,,
d-57502,l-2,,,,,,,,,,
d-57502,r-PRIVATE,,,,,,,,,,
d-57502,x-OUT,,,,,,,,,,
d-57504,l-2,,,,,,,,,,
d-57504,r-PRIVATE,,,,,,,,,,
d-57504,x-OUT,,,,,,,,,,
d-57506,l-2,,,,,,,,,,
d-57506,r-PRIVATE,,,,,,,,,,
d-57506,x-OUT,,,,,,,,,,
d-57508,l-2,,,,,,,,,,
d-57508,r-PRIVATE,,,,,,,,,,
d-57508,x-OUT,,,,,,,,,,
d-57510,l-2,,,,,,,,,,
d-57510,r-PRIVATE,,,,,,,,,,
d-57510,x-OUT,,,,,,,,,,
d-57514,l-2,,,,,,,,,,
d-57514,r-PRIVATE,,,,,,,,,,
d-57514,x-OUT,,,,,,,,,,
d-57516,l-2,,,,,,,,,,
d-57516,r-PRIVATE,,,,,,,,,,
d-57516,x-OUT,,,,,,,,,,
d-57518,l-2,,,,,,,,,,
d-57518,r-PRIVATE,,,,,,,,,,
d-57518,x-OUT,,,,,,,,,,
d-57520,l-2,,,,,,,,,,
d-57520,r-PRIVATE,,,,,,,,,,
d-57520,x-OUT,,,,,,,,,,
d-57524,l-2,,,,,,,,,,
d-57524,r-PRIVATE,,,,,,,,,,
d-57524,x-OUT,,,,,,,,,,
d-57528,l-2,,,,,,,,,,
d-57528,r-PRIVATE,,,,,,,,,,
d-57528,x-OUT,,,,,,,,,,
d-57530,l-2,,,,,,,,,,
d-57530,r-PRIVATE,,,,,,,,,,
d-57530,x-OUT,,,,,,,,,,
d-57532,l-2,,,,,,,,,,
d-57532,r-PRIVATE,,,,,,,,,,
d-57532,x-OUT,,,,,,,,,,
d-57534,l-2,,,,,,,,,,
d-57534,r-PRIVATE,,,,,,,,,,
d-57534,x-OUT,,,,,,,,,,
d-57536,l-2,,,,,,,,,,
d-57536,r-PRIVATE,,,,,,,,,,
d-57536,x-OUT,,,,,,,,,,
d-57538,l-2,,,,,,,,,,
d-57538,r-PRIVATE,,,,,,,,,,
d-57538,x-OUT,,,,,,,,,,
d-57540,l-2,,,,,,,,,,
d-57540,r-PRIVATE,,,,,,,,,,
d-57540,x-OUT,,,,,,,,,,
d-57542,l-2,,,,,,,,,,
d-57542,r-PRIVATE,,,,,,,,,,
d-57542,x-OUT,,,,,,,,,,
d-57544,l-2,,,,,,,,,,
d-57544,r-PRIVATE,,,,,,,,,,
d-57544,x-OUT,,,,,,,,,,
d-57546,l-2,,,,,,,,,,
d-57546,r-PRIVATE,,,,,,,,,,
d-57546,x-OUT,,,,,,,,,,
d-57554,l-2,,,,,,,,,,
d-57554,r-PRIVATE,,,,,,,,,,
d-57554,x-OUT,,,,,,,,,,
d-57558,l-2,,,,,,,,,,
d-57558,r-PRIVATE,,,,,,,,,,
d-57558,x-OUT,,,,,,,,,,
d-57560,l-2,,,,,,,,,,
d-57560,r-PRIVATE,,,,,,,,,,
d-57560,x-OUT,,,,,,,,,,
d-57566,l-2,,,,,,,,,,
d-57566,r-PRIVATE,,,,,,,,,,
d-57566,x-OUT,,,,,,,,,,
d-57568,l-2,,,,,,,,,,
d-57568,r-PRIVATE,,,,,,,,,,
d-57568,x-OUT,,,,,,,,,,
d-57574,l-2,,,,,,,,,,
d-57574,r-PRIVATE,,,,,,,,,,
d-57574,x-OUT,,,,,,,,,,
d-57578,l-2,,,,,,,,,,
d-57578,r-PRIVATE,,,,,,,,,,
d-57578,x-OUT,,,,,,,,,,
d-57580,l-2,,,,,,,,,,
d-57580,r-PRIVATE,,,,,,,,,,
d-57580,x-OUT,,,,,,,,,,
d-57582,l-2,,,,,,,,,,
d-57582,r-PRIVATE,,,,,,,,,,
d-57582,x-OUT,,,,,,,,,,
d-57584,l-2,,,,,,,,,,
d-57584,r-PRIVATE,,,,,,,,,,
d-57584,x-OUT,,,,,,,,,,
d-57586,l-2,,,,,,,,,,
d-57586,r-PRIVATE,,,,,,,,,,
d-57586,x-OUT,,,,,,,,,,
d-57590,l-2,,,,,,,,,,
d-57590,r-PRIVATE,,,,,,,,,,
d-57590,x-OUT,,,,,,,,,,
c-SCAN,d-57598,,,,,,,,,,
d-57598,l-2,,,,,,,,,,
d-57598,p-TCP,,,,,,,,,,
d-57598,r-PRIVATE,,,,,,,,,,
d-57598,x-OUT,,,,,,,,,,
c-LOGIN,d-57598,,,,,,,,,,
d-57598,p-SSHv2,,,,,,,,,,
c-MAL_DOWN,d-21,,,,,,,,,,
c-MAL_DOWN,l-2,,,,,,,,,,
c-MAL_DOWN,p-TCP,,,,,,,,,,
c-MAL_DOWN,r-PRIVATE,,,,,,,,,,
c-MAL_DOWN,x-OUT,,,,,,,,,,
c-MAL_DOWN,d-36716,,,,,,,,,,
d-36716,l-2,,,,,,,,,,
d-36716,r-PRIVATE,,,,,,,,,,
d-36716,x-OUT,,,,,,,,,,
c-MAL_DOWN,p-FTP,,,,,,,,,,
d-36716,p-FTP,,,,,,,,,,
l-2,p-FTP,,,,,,,,,,
p-FTP,r-PRIVATE,,,,,,,,,,
p-FTP,x-OUT,,,,,,,,,,
d-21,p-FTP,,,,,,,,,,
c-CNC_COM,d-7000,,,,,,,,,,
c-CNC_COM,p-TCP,,,,,,,,,,
d-7000,l-2,,,,,,,,,,
d-7000,p-TCP,,,,,,,,,,
d-7000,r-PRIVATE,,,,,,,,,,
d-7000,x-OUT,,,,,,,,,,
c-CNC_COM,d-54847,,,,,,,,,,
d-54847,l-2,,,,,,,,,,
d-54847,p-TCP,,,,,,,,,,
d-54847,r-PRIVATE,,,,,,,,,,
d-54847,x-OUT,,,,,,,,,,
d-56252,l-2,,,,,,,,,,
d-56252,r-PRIVATE,,,,,,,,,,
d-56252,x-OUT,,,,,,,,,,
d-56258,l-2,,,,,,,,,,
d-56258,r-PRIVATE,,,,,,,,,,
d-56258,x-OUT,,,,,,,,,,
d-56260,l-2,,,,,,,,,,
d-56260,r-PRIVATE,,,,,,,,,,
d-56260,x-OUT,,,,,,,,,,
d-56262,l-2,,,,,,,,,,
d-56262,r-PRIVATE,,,,,,,,,,
d-56262,x-OUT,,,,,,,,,,
d-56264,l-2,,,,,,,,,,
d-56264,r-PRIVATE,,,,,,,,,,
d-56264,x-OUT,,,,,,,,,,
d-56266,l-2,,,,,,,,,,
d-56266,r-PRIVATE,,,,,,,,,,
d-56266,x-OUT,,,,,,,,,,
d-56268,l-2,,,,,,,,,,
d-56268,r-PRIVATE,,,,,,,,,,
d-56268,x-OUT,,,,,,,,,,
d-56272,l-2,,,,,,,,,,
d-56272,r-PRIVATE,,,,,,,,,,
d-56272,x-OUT,,,,,,,,,,
d-56270,l-2,,,,,,,,,,
d-56270,r-PRIVATE,,,,,,,,,,
d-56270,x-OUT,,,,,,,,,,
d-56274,l-2,,,,,,,,,,
d-56274,r-PRIVATE,,,,,,,,,,
d-56274,x-OUT,,,,,,,,,,
d-56276,l-2,,,,,,,,,,
d-56276,r-PRIVATE,,,,,,,,,,
d-56276,x-OUT,,,,,,,,,,
d-56278,l-2,,,,,,,,,,
d-56278,r-PRIVATE,,,,,,,,,,
d-56278,x-OUT,,,,,,,,,,
d-56284,l-2,,,,,,,,,,
d-56284,r-PRIVATE,,,,,,,,,,
d-56284,x-OUT,,,,,,,,,,
d-56288,l-2,,,,,,,,,,
d-56288,r-PRIVATE,,,,,,,,,,
d-56288,x-OUT,,,,,,,,,,
d-56290,l-2,,,,,,,,,,
d-56290,r-PRIVATE,,,,,,,,,,
d-56290,x-OUT,,,,,,,,,,
d-56292,l-2,,,,,,,,,,
d-56292,r-PRIVATE,,,,,,,,,,
d-56292,x-OUT,,,,,,,,,,
d-56294,l-2,,,,,,,,,,
d-56294,r-PRIVATE,,,,,,,,,,
d-56294,x-OUT,,,,,,,,,,
d-56296,l-2,,,,,,,,,,
d-56296,r-PRIVATE,,,,,,,,,,
d-56296,x-OUT,,,,,,,,,,
d-56300,l-2,,,,,,,,,,
d-56300,r-PRIVATE,,,,,,,,,,
d-56300,x-OUT,,,,,,,,,,
d-56302,l-2,,,,,,,,,,
d-56302,r-PRIVATE,,,,,,,,,,
d-56302,x-OUT,,,,,,,,,,
d-56304,l-2,,,,,,,,,,
d-56304,r-PRIVATE,,,,,,,,,,
d-56304,x-OUT,,,,,,,,,,
d-56306,l-2,,,,,,,,,,
d-56306,r-PRIVATE,,,,,,,,,,
d-56306,x-OUT,,,,,,,,,,
d-56308,l-2,,,,,,,,,,
d-56308,r-PRIVATE,,,,,,,,,,
d-56308,x-OUT,,,,,,,,,,
d-56312,l-2,,,,,,,,,,
d-56312,r-PRIVATE,,,,,,,,,,
d-56312,x-OUT,,,,,,,,,,
d-56314,l-2,,,,,,,,,,
d-56314,r-PRIVATE,,,,,,,,,,
d-56314,x-OUT,,,,,,,,,,
d-56318,l-2,,,,,,,,,,
d-56318,r-PRIVATE,,,,,,,,,,
d-56318,x-OUT,,,,,,,,,,
d-56320,l-2,,,,,,,,,,
d-56320,r-PRIVATE,,,,,,,,,,
d-56320,x-OUT,,,,,,,,,,
d-56326,l-2,,,,,,,,,,
d-56326,r-PRIVATE,,,,,,,,,,
d-56326,x-OUT,,,,,,,,,,
d-56328,l-2,,,,,,,,,,
d-56328,r-PRIVATE,,,,,,,,,,
d-56328,x-OUT,,,,,,,,,,
d-56332,l-2,,,,,,,,,,
d-56332,r-PRIVATE,,,,,,,,,,
d-56332,x-OUT,,,,,,,,,,
d-56334,l-2,,,,,,,,,,
d-56334,r-PRIVATE,,,,,,,,,,
d-56334,x-OUT,,,,,,,,,,
d-56336,l-2,,,,,,,,,,
d-56336,r-PRIVATE,,,,,,,,,,
d-56336,x-OUT,,,,,,,,,,
d-56338,l-2,,,,,,,,,,
d-56338,r-PRIVATE,,,,,,,,,,
d-56338,x-OUT,,,,,,,,,,
d-56340,l-2,,,,,,,,,,
d-56340,r-PRIVATE,,,,,,,,,,
d-56340,x-OUT,,,,,,,,,,
d-56344,l-2,,,,,,,,,,
d-56344,r-PRIVATE,,,,,,,,,,
d-56344,x-OUT,,,,,,,,,,
d-56346,l-2,,,,,,,,,,
d-56346,r-PRIVATE,,,,,,,,,,
d-56346,x-OUT,,,,,,,,,,
d-56350,l-2,,,,,,,,,,
d-56350,r-PRIVATE,,,,,,,,,,
d-56350,x-OUT,,,,,,,,,,
d-56352,l-2,,,,,,,,,,
d-56352,r-PRIVATE,,,,,,,,,,
d-56352,x-OUT,,,,,,,,,,
d-56356,l-2,,,,,,,,,,
d-56356,r-PRIVATE,,,,,,,,,,
d-56356,x-OUT,,,,,,,,,,
d-56358,l-2,,,,,,,,,,
d-56358,r-PRIVATE,,,,,,,,,,
d-56358,x-OUT,,,,,,,,,,
d-56362,l-2,,,,,,,,,,
d-56362,r-PRIVATE,,,,,,,,,,
d-56362,x-OUT,,,,,,,,,,
d-56364,l-2,,,,,,,,,,
d-56364,r-PRIVATE,,,,,,,,,,
d-56364,x-OUT,,,,,,,,,,
d-56370,l-2,,,,,,,,,,
d-56370,r-PRIVATE,,,,,,,,,,
d-56370,x-OUT,,,,,,,,,,
d-56372,l-2,,,,,,,,,,
d-56372,r-PRIVATE,,,,,,,,,,
d-56372,x-OUT,,,,,,,,,,
d-56378,l-2,,,,,,,,,,
d-56378,r-PRIVATE,,,,,,,,,,
d-56378,x-OUT,,,,,,,,,,
d-56380,l-2,,,,,,,,,,
d-56380,r-PRIVATE,,,,,,,,,,
d-56380,x-OUT,,,,,,,,,,
d-56390,l-2,,,,,,,,,,
d-56390,r-PRIVATE,,,,,,,,,,
d-56390,x-OUT,,,,,,,,,,
d-56392,l-2,,,,,,,,,,
d-56392,r-PRIVATE,,,,,,,,,,
d-56392,x-OUT,,,,,,,,,,
d-56394,l-2,,,,,,,,,,
d-56394,r-PRIVATE,,,,,,,,,,
d-56394,x-OUT,,,,,,,,,,
d-56396,l-2,,,,,,,,,,
d-56396,r-PRIVATE,,,,,,,,,,
d-56396,x-OUT,,,,,,,,,,
d-56398,l-2,,,,,,,,,,
d-56398,r-PRIVATE,,,,,,,,,,
d-56398,x-OUT,,,,,,,,,,
d-56400,l-2,,,,,,,,,,
d-56400,r-PRIVATE,,,,,,,,,,
d-56400,x-OUT,,,,,,,,,,
d-56402,l-2,,,,,,,,,,
d-56402,r-PRIVATE,,,,,,,,,,
d-56402,x-OUT,,,,,,,,,,
d-56404,l-2,,,,,,,,,,
d-56404,r-PRIVATE,,,,,,,,,,
d-56404,x-OUT,,,,,,,,,,
d-56406,l-2,,,,,,,,,,
d-56406,r-PRIVATE,,,,,,,,,,
d-56406,x-OUT,,,,,,,,,,
d-56408,l-2,,,,,,,,,,
d-56408,r-PRIVATE,,,,,,,,,,
d-56408,x-OUT,,,,,,,,,,
d-56410,l-2,,,,,,,,,,
d-56410,r-PRIVATE,,,,,,,,,,
d-56410,x-OUT,,,,,,,,,,
d-56412,l-2,,,,,,,,,,
d-56412,r-PRIVATE,,,,,,,,,,
d-56412,x-OUT,,,,,,,,,,
d-56414,l-2,,,,,,,,,,
d-56414,r-PRIVATE,,,,,,,,,,
d-56414,x-OUT,,,,,,,,,,
d-56416,l-2,,,,,,,,,,
d-56416,r-PRIVATE,,,,,,,,,,
d-56416,x-OUT,,,,,,,,,,
d-56418,l-2,,,,,,,,,,
d-56418,r-PRIVATE,,,,,,,,,,
d-56418,x-OUT,,,,,,,,,,
d-56420,l-2,,,,,,,,,,
d-56420,r-PRIVATE,,,,,,,,,,
d-56420,x-OUT,,,,,,,,,,
d-56422,l-2,,,,,,,,,,
d-56422,r-PRIVATE,,,,,,,,,,
d-56422,x-OUT,,,,,,,,,,
d-56424,l-2,,,,,,,,,,
d-56424,r-PRIVATE,,,,,,,,,,
d-56424,x-OUT,,,,,,,,,,
d-56428,l-2,,,,,,,,,,
d-56428,r-PRIVATE,,,,,,,,,,
d-56428,x-OUT,,,,,,,,,,
d-56436,l-2,,,,,,,,,,
d-56436,r-PRIVATE,,,,,,,,,,
d-56436,x-OUT,,,,,,,,,,
d-56440,l-2,,,,,,,,,,
d-56440,r-PRIVATE,,,,,,,,,,
d-56440,x-OUT,,,,,,,,,,
d-56444,l-2,,,,,,,,,,
d-56444,r-PRIVATE,,,,,,,,,,
d-56444,x-OUT,,,,,,,,,,
d-56450,l-2,,,,,,,,,,
d-56450,r-PRIVATE,,,,,,,,,,
d-56450,x-OUT,,,,,,,,,,
d-56452,l-2,,,,,,,,,,
d-56452,r-PRIVATE,,,,,,,,,,
d-56452,x-OUT,,,,,,,,,,
d-56456,l-2,,,,,,,,,,
d-56456,r-PRIVATE,,,,,,,,,,
d-56456,x-OUT,,,,,,,,,,
d-56458,l-2,,,,,,,,,,
d-56458,r-PRIVATE,,,,,,,,,,
d-56458,x-OUT,,,,,,,,,,
d-56462,l-2,,,,,,,,,,
d-56462,r-PRIVATE,,,,,,,,,,
d-56462,x-OUT,,,,,,,,,,
d-56466,l-2,,,,,,,,,,
d-56466,r-PRIVATE,,,,,,,,,,
d-56466,x-OUT,,,,,,,,,,
d-56468,l-2,,,,,,,,,,
d-56468,r-PRIVATE,,,,,,,,,,
d-56468,x-OUT,,,,,,,,,,
d-56470,l-2,,,,,,,,,,
d-56470,r-PRIVATE,,,,,,,,,,
d-56470,x-OUT,,,,,,,,,,
d-56472,l-2,,,,,,,,,,
d-56472,r-PRIVATE,,,,,,,,,,
d-56472,x-OUT,,,,,,,,,,
d-56480,l-2,,,,,,,,,,
d-56480,r-PRIVATE,,,,,,,,,,
d-56480,x-OUT,,,,,,,,,,
d-56482,l-2,,,,,,,,,,
d-56482,r-PRIVATE,,,,,,,,,,
d-56482,x-OUT,,,,,,,,,,
d-56484,l-2,,,,,,,,,,
d-56484,r-PRIVATE,,,,,,,,,,
d-56484,x-OUT,,,,,,,,,,
d-56486,l-2,,,,,,,,,,
d-56486,r-PRIVATE,,,,,,,,,,
d-56486,x-OUT,,,,,,,,,,
d-56488,l-2,,,,,,,,,,
d-56488,r-PRIVATE,,,,,,,,,,
d-56488,x-OUT,,,,,,,,,,
d-56490,l-2,,,,,,,,,,
d-56490,r-PRIVATE,,,,,,,,,,
d-56490,x-OUT,,,,,,,,,,
c-DDOS,d-80,,,,,,,,,,
c-DDOS,l-2,,,,,,,,,,
c-DDOS,p-TCP,,,,,,,,,,
c-DDOS,r-PRIVATE,,,,,,,,,,
c-DDOS,x-OUT,,,,,,,,,,
c-DDOS,d-50955,,,,,,,,,,
d-50955,l-2,,,,,,,,,,
d-50955,p-TCP,,,,,,,,,,
d-50955,r-PRIVATE,,,,,,,,,,
d-50955,x-OUT,,,,,,,,,,
c-DDOS,d-50956,,,,,,,,,,
d-50956,l-2,,,,,,,,,,
d-50956,p-TCP,,,,,,,,,,
d-50956,r-PRIVATE,,,,,,,,,,
d-50956,x-OUT,,,,,,,,,,
c-DDOS,d-50957,,,,,,,,,,
d-50957,l-2,,,,,,,,,,
d-50957,p-TCP,,,,,,,,,,
d-50957,r-PRIVATE,,,,,,,,,,
d-50957,x-OUT,,,,,,,,,,
c-DDOS,d-50958,,,,,,,,,,
d-50958,l-2,,,,,,,,,,
d-50958,p-TCP,,,,,,,,,,
d-50958,r-PRIVATE,,,,,,,,,,
d-50958,x-OUT,,,,,,,,,,
c-DDOS,d-50959,,,,,,,,,,
d-50959,l-2,,,,,,,,,,
d-50959,p-TCP,,,,,,,,,,
d-50959,r-PRIVATE,,,,,,,,,,
d-50959,x-OUT,,,,,,,,,,
c-DDOS,d-50960,,,,,,,,,,
d-50960,l-2,,,,,,,,,,
d-50960,p-TCP,,,,,,,,,,
d-50960,r-PRIVATE,,,,,,,,,,
d-50960,x-OUT,,,,,,,,,,
c-DDOS,d-50961,,,,,,,,,,
d-50961,l-2,,,,,,,,,,
d-50961,p-TCP,,,,,,,,,,
d-50961,r-PRIVATE,,,,,,,,,,
d-50961,x-OUT,,,,,,,,,,
c-DDOS,d-50962,,,,,,,,,,
d-50962,l-2,,,,,,,,,,
d-50962,p-TCP,,,,,,,,,,
d-50962,r-PRIVATE,,,,,,,,,,
d-50962,x-OUT,,,,,,,,,,
c-DDOS,d-50963,,,,,,,,,,
d-50963,l-2,,,,,,,,,,
d-50963,p-TCP,,,,,,,,,,
d-50963,r-PRIVATE,,,,,,,,,,
d-50963,x-OUT,,,,,,,,,,
c-DDOS,d-50964,,,,,,,,,,
d-50964,l-2,,,,,,,,,,
d-50964,p-TCP,,,,,,,,,,
d-50964,r-PRIVATE,,,,,,,,,,
d-50964,x-OUT,,,,,,,,,,
c-DDOS,d-50965,,,,,,,,,,
d-50965,l-2,,,,,,,,,,
d-50965,p-TCP,,,,,,,,,,
d-50965,r-PRIVATE,,,,,,,,,,
d-50965,x-OUT,,,,,,,,,,
c-DDOS,d-50966,,,,,,,,,,
d-50966,l-2,,,,,,,,,,
d-50966,p-TCP,,,,,,,,,,
d-50966,r-PRIVATE,,,,,,,,,,
d-50966,x-OUT,,,,,,,,,,
c-DDOS,d-50967,,,,,,,,,,
d-50967,l-2,,,,,,,,,,
d-50967,p-TCP,,,,,,,,,,
d-50967,r-PRIVATE,,,,,,,,,,
d-50967,x-OUT,,,,,,,,,,
c-DDOS,d-50968,,,,,,,,,,
d-50968,l-2,,,,,,,,,,
d-50968,p-TCP,,,,,,,,,,
d-50968,r-PRIVATE,,,,,,,,,,
d-50968,x-OUT,,,,,,,,,,
c-DDOS,d-50969,,,,,,,,,,
d-50969,l-2,,,,,,,,,,
d-50969,p-TCP,,,,,,,,,,
d-50969,r-PRIVATE,,,,,,,,,,
d-50969,x-OUT,,,,,,,,,,
c-DDOS,d-50970,,,,,,,,,,
d-50970,l-2,,,,,,,,,,
d-50970,p-TCP,,,,,,,,,,
d-50970,r-PRIVATE,,,,,,,,,,
d-50970,x-OUT,,,,,,,,,,
c-DDOS,d-50971,,,,,,,,,,
d-50971,l-2,,,,,,,,,,
d-50971,p-TCP,,,,,,,,,,
d-50971,r-PRIVATE,,,,,,,,,,
d-50971,x-OUT,,,,,,,,,,
c-DDOS,d-50972,,,,,,,,,,
d-50972,l-2,,,,,,,,,,
d-50972,p-TCP,,,,,,,,,,
d-50972,r-PRIVATE,,,,,,,,,,
d-50972,x-OUT,,,,,,,,,,
c-DDOS,d-50973,,,,,,,,,,
d-50973,l-2,,,,,,,,,,
d-50973,p-TCP,,,,,,,,,,
d-50973,r-PRIVATE,,,,,,,,,,
d-50973,x-OUT,,,,,,,,,,
c-DDOS,d-50974,,,,,,,,,,
d-50974,l-2,,,,,,,,,,
d-50974,p-TCP,,,,,,,,,,
d-50974,r-PRIVATE,,,,,,,,,,
d-50974,x-OUT,,,,,,,,,,
c-DDOS,d-50975,,,,,,,,,,
d-50975,l-2,,,,,,,,,,
d-50975,p-TCP,,,,,,,,,,
d-50975,r-PRIVATE,,,,,,,,,,
d-50975,x-OUT,,,,,,,,,,
c-DDOS,d-50976,,,,,,,,,,
d-50976,l-2,,,,,,,,,,
d-50976,p-TCP,,,,,,,,,,
d-50976,r-PRIVATE,,,,,,,,,,
d-50976,x-OUT,,,,,,,,,,
c-DDOS,d-50977,,,,,,,,,,
d-50977,l-2,,,,,,,,,,
